age,gender,height_cm,weight_kg,bmi,exercise_freq,diet_quality,sleep_hours,stress_level,smoker,alcohol_consumption,chronic_disease,calorie_daily,fat_total_g,exercise_freq_num,diet_quality_num,alcohol_num,smoker_num,chronic_num,gender_num
23.0,Female,156.3,74.5,30.5,3-5 times/week,Excellent,6.5,6.0,Yes,High,0,1621.0,39.2,4.0,4,3,1,0,1
57.0,Male,173.4,107.6,35.8,3-5 times/week,Poor,7.6,9.0,Yes,Low,0,2816.0,101.5,4.0,1,1,1,0,0
50.0,Male,174.9,66.1,21.6,3-5 times/week,Good,7.6,9.0,No,High,0,2787.0,76.8,4.0,3,3,0,0,0
48.0,Female,168.5,51.4,18.1,Daily,Excellent,7.0,6.0,No,Low,0,2063.0,45.3,7.0,4,1,0,0,1
39.0,Female,164.7,91.1,33.6,Daily,Poor,8.1,6.0,No,High,1,3401.0,140.1,7.0,1,3,0,1,1
42.0,Male,171.1,76.7,26.2,Daily,Average,7.8,7.0,No,Moderate,0,3386.0,127.6,7.0,2,2,0,0,0
19.0,Female,161.0,73.6,28.4,3-5 times/week,Average,8.4,6.0,Yes,Moderate,0,2143.0,72.8,4.0,2,2,1,0,1
69.0,Male,178.9,90.6,28.3,3-5 times/week,Poor,7.0,10.0,No,High,0,3030.0,133.2,4.0,1,3,0,0,0
67.0,Male,167.9,78.9,28.0,3-5 times/week,Good,7.6,6.0,Yes,High,0,2428.0,69.4,4.0,3,3,1,0,0
40.0,Other,174.9,71.9,23.5,1-2 times/week,Good,5.8,5.0,No,Moderate,1,2256.0,56.3,1.5,3,2,0,1,2
40.0,Male,167.9,69.6,24.7,3-5 times/week,Good,6.7,5.0,Yes,High,1,2680.0,76.1,4.0,3,3,1,1,0
67.0,Female,157.2,76.4,30.9,Daily,Good,6.9,6.0,No,Low,0,1905.0,66.2,7.0,3,1,0,0,1
26.0,Other,155.0,66.5,27.7,1-2 times/week,Good,7.3,7.0,No,Moderate,0,1786.0,53.7,1.5,3,2,0,0,2
25.0,Female,157.5,51.1,20.6,3-5 times/week,Good,7.5,6.0,No,Low,0,1541.0,40.8,4.0,3,1,0,0,1
48.0,Female,153.9,53.5,22.6,3-5 times/week,Excellent,6.4,5.0,Yes,High,0,1799.0,30.0,4.0,4,3,1,0,1
20.0,Female,166.8,75.4,27.1,1-2 times/week,Good,6.6,2.0,Yes,Low,0,2223.0,60.1,1.5,3,1,1,0,1
64.0,Male,159.0,62.9,24.9,3-5 times/week,Good,6.8,10.0,Yes,Moderate,0,2383.0,64.9,4.0,3,2,1,0,0
47.0,Other,171.8,110.1,37.3,1-2 times/week,Average,6.4,9.0,No,Low,0,2721.0,109.1,1.5,2,1,0,0,2
44.0,Male,173.9,76.8,25.4,3-5 times/week,Good,7.2,9.0,No,Moderate,0,2512.0,77.3,4.0,3,2,0,0,0
35.0,Other,165.8,84.1,30.6,None,Poor,7.6,5.0,Yes,Low,0,3090.0,124.9,0.0,1,1,1,0,2
42.0,Female,157.5,65.0,26.2,3-5 times/week,Excellent,5.2,5.0,Yes,Low,1,1536.0,39.8,4.0,4,1,1,1,1
67.0,Male,172.1,75.2,25.4,3-5 times/week,Good,8.1,4.0,No,High,0,2513.0,64.6,4.0,3,3,0,0,0
57.0,Female,161.2,95.4,36.7,3-5 times/week,Good,5.7,9.0,No,High,0,2243.0,72.2,4.0,3,3,0,0,1
39.0,Other,177.9,91.5,28.9,3-5 times/week,Good,6.5,6.0,No,Low,0,2223.0,62.9,4.0,3,1,0,0,2
47.0,Female,159.2,78.3,30.9,3-5 times/week,Good,8.5,6.0,Yes,Low,1,1838.0,42.0,4.0,3,1,1,1,1
37.0,Other,165.7,81.3,29.6,3-5 times/week,Poor,7.0,1.0,Yes,Low,0,2792.0,116.8,4.0,1,1,1,0,2
28.0,Female,166.9,63.0,22.6,3-5 times/week,Good,6.2,2.0,No,Low,0,2140.0,42.5,4.0,3,1,0,0,1
37.0,Female,154.9,73.7,30.7,1-2 times/week,Average,7.5,5.0,No,Low,0,1894.0,60.4,1.5,2,1,0,0,1
35.0,Male,173.6,117.8,39.1,3-5 times/week,Average,6.1,4.0,Yes,Moderate,0,3182.0,109.2,4.0,2,2,1,0,0
44.0,Other,145.0,31.5,15.0,Daily,Excellent,7.5,1.0,No,Low,1,1608.0,35.1,7.0,4,1,0,1,2
41.0,Other,168.2,88.6,31.3,1-2 times/week,Poor,9.1,1.0,No,Low,0,2985.0,128.5,1.5,1,1,0,0,2
39.0,Male,161.3,64.8,24.9,3-5 times/week,Average,6.9,6.0,No,Moderate,0,2511.0,95.5,4.0,2,2,0,0,0
47.0,Male,175.9,90.7,29.3,3-5 times/week,Average,8.6,9.0,No,Moderate,0,2822.0,103.1,4.0,2,2,0,0,0
43.0,Male,175.5,110.0,35.7,3-5 times/week,Excellent,7.1,8.0,Yes,High,1,3014.0,116.1,4.0,4,3,1,1,0
34.0,Female,159.4,76.2,30.0,3-5 times/week,Good,7.6,7.0,Yes,Low,1,1855.0,61.5,4.0,3,1,1,1,1
60.0,Other,174.4,67.8,22.3,3-5 times/week,Average,7.0,3.0,No,Low,0,2198.0,76.2,4.0,2,1,0,0,2
38.0,Male,172.2,67.9,22.9,1-2 times/week,Good,7.0,1.0,No,Low,0,2349.0,68.9,1.5,3,1,0,0,0
59.0,Male,175.1,85.5,27.9,3-5 times/week,Poor,5.9,5.0,No,Low,0,2788.0,119.8,4.0,1,1,0,0,0
41.0,Male,172.3,73.0,24.6,3-5 times/week,Average,4.8,8.0,Yes,Moderate,0,3002.0,102.4,4.0,2,2,1,0,0
19.0,Other,163.8,79.7,29.7,3-5 times/week,Average,6.7,8.0,No,Low,0,2202.0,77.6,4.0,2,1,0,0,2
43.0,Other,153.2,80.7,34.4,3-5 times/week,Poor,7.0,8.0,No,High,0,2522.0,108.5,4.0,1,3,0,0,2
26.0,Male,181.4,94.1,44.3,3-5 times/week,Good,5.0,2.0,No,Low,0,3072.0,114.3,4.0,3,1,0,0,0
40.0,Female,161.5,67.6,25.9,3-5 times/week,Poor,4.9,2.0,No,Low,0,2781.0,123.7,4.0,1,1,0,0,1
40.0,Other,156.5,69.8,28.5,3-5 times/week,Average,8.2,6.0,No,High,0,2401.0,90.6,4.0,2,3,0,0,2
51.0,Other,163.0,54.7,20.6,Daily,Average,6.4,3.0,No,Low,0,2394.0,89.6,7.0,2,1,0,0,2
45.0,Other,171.6,71.6,24.3,Daily,Good,9.4,1.0,No,High,0,2980.0,89.7,7.0,3,3,0,0,2
62.0,Male,172.0,84.6,28.6,3-5 times/week,Average,7.0,1.0,No,Moderate,1,3126.0,117.1,4.0,2,2,0,1,0
65.0,Male,169.7,96.8,33.6,1-2 times/week,Average,8.1,10.0,No,High,0,2577.0,93.5,1.5,2,3,0,0,0
45.0,Male,175.8,92.7,30.0,3-5 times/week,Good,6.7,4.0,No,Low,0,2394.0,74.5,4.0,3,1,0,0,0
37.0,Female,149.1,65.8,29.6,None,Poor,5.3,6.0,No,Low,0,2311.0,90.8,0.0,1,1,0,0,1
24.0,Male,155.4,47.8,19.8,3-5 times/week,Good,4.7,6.0,No,Low,0,2732.0,73.5,4.0,3,1,0,0,0
23.0,Male,167.8,88.7,31.5,3-5 times/week,Average,6.1,1.0,No,Moderate,1,2889.0,99.7,4.0,2,2,0,1,0
31.0,Other,171.5,50.9,17.3,Daily,Excellent,7.1,6.0,No,Low,0,1963.0,43.8,7.0,4,1,0,0,2
67.0,Male,172.7,115.7,38.8,3-5 times/week,Average,4.6,6.0,Yes,Low,0,2855.0,100.0,4.0,2,1,1,0,0
25.0,Female,157.5,79.6,32.1,3-5 times/week,Good,7.0,5.0,No,Low,0,1879.0,50.2,4.0,3,1,0,0,1
32.0,Female,151.8,76.0,33.0,3-5 times/week,Poor,6.4,1.0,Yes,Low,1,2534.0,104.6,4.0,1,1,1,1,1
29.0,Male,170.0,76.3,26.4,3-5 times/week,Poor,7.7,8.0,No,Low,0,3042.0,129.3,4.0,1,1,0,0,0
51.0,Other,159.6,60.9,23.9,Daily,Good,6.2,9.0,No,Low,0,2497.0,67.7,7.0,3,1,0,0,2
24.0,Other,181.7,74.0,22.4,1-2 times/week,Poor,8.9,7.0,No,Low,0,2434.0,101.1,1.5,1,1,0,0,2
19.0,Other,169.5,100.3,34.9,1-2 times/week,Average,5.5,1.0,No,High,1,3293.0,105.1,1.5,2,3,0,1,2
56.0,Other,178.8,62.0,19.4,Daily,Excellent,8.5,9.0,No,Low,0,1747.0,37.2,7.0,4,1,0,0,2
57.0,Other,172.8,104.8,35.1,Daily,Average,8.4,1.0,No,Low,0,2970.0,108.0,7.0,2,1,0,0,2
34.0,Female,163.2,104.9,39.4,Daily,Good,7.2,10.0,Yes,High,1,2824.0,74.6,7.0,3,3,1,1,1
32.0,Male,170.3,107.6,37.1,1-2 times/week,Excellent,6.8,6.0,No,Moderate,0,2903.0,70.6,1.5,4,2,0,0,0
61.0,Male,161.7,57.8,22.1,Daily,Average,6.7,1.0,No,Moderate,0,3361.0,119.2,7.0,2,2,0,0,0
42.0,Other,165.2,99.1,36.3,3-5 times/week,Excellent,6.5,10.0,No,High,0,2395.0,59.1,4.0,4,3,0,0,2
37.0,Male,171.1,84.3,28.8,1-2 times/week,Poor,11.0,4.0,No,Moderate,0,3257.0,145.8,1.5,1,2,0,0,0
49.0,Male,174.5,104.4,34.3,3-5 times/week,Average,7.7,6.0,No,Low,0,2827.0,100.1,4.0,2,1,0,0,0
61.0,Female,171.7,66.9,22.7,3-5 times/week,Good,8.0,3.0,Yes,Moderate,1,2157.0,74.7,4.0,3,2,1,1,1
26.0,Female,159.6,64.2,25.2,3-5 times/week,Good,6.0,2.0,Yes,Low,0,1838.0,51.9,4.0,3,1,1,0,1
55.0,Other,178.5,52.9,16.6,3-5 times/week,Average,6.1,10.0,No,Moderate,0,2450.0,88.8,4.0,2,2,0,0,2
42.0,Other,169.9,79.1,27.4,1-2 times/week,Good,6.9,5.0,No,Low,0,2183.0,56.9,1.5,3,1,0,0,2
41.0,Male,177.1,93.5,29.8,3-5 times/week,Poor,6.0,4.0,No,Low,0,2771.0,122.4,4.0,1,1,0,0,0
18.0,Female,159.8,54.4,21.3,3-5 times/week,Good,7.7,2.0,No,Low,1,2253.0,62.4,4.0,3,1,0,1,1
51.0,Other,178.5,89.2,28.0,1-2 times/week,Excellent,7.5,1.0,No,Low,1,1691.0,45.9,1.5,4,1,0,1,2
53.0,Female,159.3,51.8,20.4,3-5 times/week,Poor,7.6,1.0,No,Moderate,0,2284.0,96.0,4.0,1,2,0,0,1
38.0,Female,163.0,41.7,15.7,1-2 times/week,Good,7.6,10.0,No,Low,0,1701.0,44.9,1.5,3,1,0,0,1
41.0,Male,192.9,103.4,27.8,3-5 times/week,Poor,6.1,2.0,No,Low,0,2629.0,123.5,4.0,1,1,0,0,0
25.0,Female,154.2,35.7,15.0,Daily,Excellent,7.0,8.0,No,High,0,2265.0,59.0,7.0,4,3,0,0,1
58.0,Other,167.2,95.3,34.1,3-5 times/week,Average,8.8,6.0,No,High,0,2426.0,93.5,4.0,2,3,0,0,2
18.0,Other,157.4,65.7,26.5,3-5 times/week,Excellent,8.0,6.0,Yes,Low,1,2424.0,50.6,4.0,4,1,1,1,2
33.0,Male,173.5,93.6,31.1,Daily,Poor,10.0,7.0,Yes,Low,1,3001.0,130.9,7.0,1,1,1,1,0
68.0,Other,158.9,56.1,22.2,3-5 times/week,Average,7.9,2.0,Yes,Low,1,2732.0,90.6,4.0,2,1,1,1,2
22.0,Female,148.6,57.0,25.8,3-5 times/week,Good,8.9,10.0,Yes,Low,0,1979.0,64.6,4.0,3,1,1,0,1
34.0,Other,166.5,89.0,32.1,3-5 times/week,Good,8.0,6.0,No,Low,0,3145.0,131.1,4.0,3,1,0,0,2
52.0,Female,161.4,70.9,27.2,Daily,Poor,5.4,2.0,No,Moderate,0,2842.0,114.8,7.0,1,2,0,0,1
29.0,Male,170.2,103.4,35.7,1-2 times/week,Poor,8.2,1.0,No,Moderate,1,3412.0,139.7,1.5,1,2,0,1,0
34.0,Other,161.0,64.8,25.0,Daily,Good,6.4,6.0,No,Low,1,2127.0,54.3,7.0,3,1,0,1,2
68.0,Female,168.9,54.8,19.2,3-5 times/week,Excellent,6.7,2.0,No,Low,1,1825.0,41.2,4.0,4,1,0,1,1
69.0,Male,173.9,104.6,34.6,3-5 times/week,Poor,6.5,7.0,No,Low,0,2262.0,96.8,4.0,1,1,0,0,0
43.0,Male,150.6,54.9,24.2,1-2 times/week,Average,7.0,9.0,No,High,0,2335.0,80.4,1.5,2,3,0,0,0
64.0,Female,159.3,71.3,28.1,Daily,Poor,6.5,2.0,No,High,0,2965.0,119.8,7.0,1,3,0,0,1
64.0,Male,164.3,92.6,34.3,3-5 times/week,Good,5.8,6.0,No,High,0,2462.0,78.1,4.0,3,3,0,0,0
24.0,Male,165.6,72.1,26.3,None,Average,7.3,3.0,Yes,Low,0,2876.0,112.0,0.0,2,1,1,0,0
39.0,Female,168.7,89.4,31.4,3-5 times/week,Good,6.6,2.0,No,Low,0,2047.0,65.6,4.0,3,1,0,0,1
48.0,Male,172.0,70.1,23.7,1-2 times/week,Excellent,7.7,10.0,No,Low,0,2897.0,69.6,1.5,4,1,0,0,0
46.0,Male,172.7,59.9,20.1,Daily,Good,4.4,1.0,No,Low,0,2939.0,90.8,7.0,3,1,0,0,0
35.0,Female,167.3,58.2,20.8,Daily,Excellent,6.0,2.0,No,Moderate,0,2601.0,95.7,7.0,4,2,0,0,1
46.0,Female,157.9,72.8,10.700000000000003,3-5 times/week,Poor,6.1,3.0,No,Low,0,2934.0,114.0,4.0,1,1,0,0,1
69.0,Male,145.0,51.9,24.7,Daily,Good,4.1,3.0,No,Low,0,1567.0,42.4,7.0,3,1,0,0,0
69.0,Female,165.6,90.8,33.1,3-5 times/week,Average,4.2,1.0,No,Low,0,2045.0,81.1,4.0,2,1,0,0,1
28.0,Male,169.3,86.6,30.2,3-5 times/week,Excellent,6.9,10.0,No,Low,0,2647.0,55.3,4.0,4,1,0,0,0
48.0,Other,167.2,73.2,26.2,Daily,Poor,9.1,6.0,Yes,High,0,3111.0,128.3,7.0,1,3,1,0,2
45.0,Female,167.9,65.4,23.2,3-5 times/week,Good,7.8,10.0,No,Low,0,2437.0,112.5,4.0,3,1,0,0,1
21.0,Other,160.8,64.9,25.1,3-5 times/week,Poor,6.4,2.0,No,Low,0,2719.0,108.9,4.0,1,1,0,0,2
67.0,Other,153.9,35.5,15.0,3-5 times/week,Average,7.0,2.0,Yes,Low,0,2301.0,72.2,4.0,2,1,1,0,2
61.0,Other,161.2,79.3,30.5,3-5 times/week,Good,7.0,9.0,No,Low,0,2413.0,80.2,4.0,3,1,0,0,2
69.0,Male,158.8,70.1,27.8,3-5 times/week,Good,7.3,2.0,Yes,Moderate,1,2091.0,53.1,4.0,3,2,1,1,0
34.0,Other,159.0,98.8,39.1,3-5 times/week,Poor,7.0,1.0,Yes,None,1,2364.0,92.1,4.0,1,0,1,1,2
55.0,Other,162.4,86.0,32.6,Daily,Average,9.1,1.0,No,High,0,3111.0,108.6,7.0,2,3,0,0,2
60.0,Other,185.3,80.0,23.3,Daily,Poor,7.1,9.0,No,Low,0,3068.0,125.5,7.0,1,1,0,0,2
22.0,Male,170.6,100.1,34.4,3-5 times/week,Excellent,5.7,6.0,No,Low,1,1584.0,38.0,4.0,4,1,0,1,0
21.0,Female,166.2,64.4,23.3,Daily,Good,6.8,10.0,No,Moderate,0,2305.0,60.4,7.0,3,2,0,0,1
32.0,Other,151.0,56.3,24.7,Daily,Poor,7.5,3.0,No,Low,0,2409.0,104.5,7.0,1,1,0,0,2
61.0,Male,169.0,110.5,38.7,3-5 times/week,Average,6.0,9.0,Yes,Moderate,0,2417.0,86.2,4.0,2,2,1,0,0
40.0,Male,168.1,66.7,23.6,3-5 times/week,Excellent,6.9,4.0,No,High,0,2712.0,59.2,4.0,4,3,0,0,0
61.0,Other,177.1,80.6,25.7,3-5 times/week,Excellent,8.9,3.0,Yes,High,0,2157.0,57.1,4.0,4,3,1,0,2
39.0,Male,159.1,82.3,32.5,Daily,Good,7.9,1.0,Yes,High,1,3067.0,99.9,7.0,3,3,1,1,0
20.0,Female,158.8,68.6,27.2,3-5 times/week,Good,6.1,5.0,Yes,Low,0,1948.0,71.5,4.0,3,1,1,0,1
65.0,Male,173.7,83.3,27.6,1-2 times/week,Good,7.7,3.0,No,High,0,2479.0,79.8,1.5,3,3,0,0,0
58.0,Other,167.6,46.1,16.4,3-5 times/week,Good,6.4,10.0,No,Low,0,2526.0,69.7,4.0,3,1,0,0,2
43.0,Male,159.8,84.0,32.9,1-2 times/week,Good,6.5,6.0,No,Moderate,0,2461.0,70.5,1.5,3,2,0,0,0
54.0,Female,163.9,54.8,20.4,3-5 times/week,Excellent,7.0,5.0,No,Low,0,1816.0,56.6,4.0,4,1,0,0,1
42.0,Other,169.4,77.2,26.9,3-5 times/week,Good,9.5,9.0,No,Low,0,2105.0,53.1,4.0,3,1,0,0,2
57.0,Female,152.4,40.9,17.6,3-5 times/week,Excellent,8.2,6.0,No,Low,0,1856.0,30.6,4.0,4,1,0,0,1
54.0,Other,165.8,86.3,31.4,3-5 times/week,Average,6.6,3.0,No,Low,1,2183.0,67.8,4.0,2,1,0,1,2
43.0,Other,160.5,63.9,24.8,3-5 times/week,Poor,5.4,6.0,No,Moderate,0,2595.0,108.8,4.0,1,2,0,0,2
22.0,Other,156.0,72.5,29.8,3-5 times/week,Poor,7.3,6.0,No,Low,0,2889.0,124.7,4.0,1,1,0,0,2
50.0,Female,171.2,112.8,38.5,3-5 times/week,Poor,7.3,8.0,No,High,1,2959.0,114.1,4.0,1,3,0,1,1
34.0,Female,162.4,57.0,21.6,3-5 times/week,Average,9.0,10.0,No,Moderate,1,2252.0,81.9,4.0,2,2,0,1,1
43.0,Male,169.8,69.2,24.0,3-5 times/week,Good,5.6,4.0,No,High,0,2572.0,58.5,4.0,3,3,0,0,0
29.0,Other,153.3,48.4,20.6,Daily,Poor,6.7,4.0,No,Moderate,1,2636.0,122.6,7.0,1,2,0,1,2
56.0,Female,159.2,85.9,33.9,Daily,Poor,7.0,4.0,Yes,High,1,3049.0,117.0,7.0,1,3,1,1,1
34.0,Other,170.6,97.8,33.6,1-2 times/week,Excellent,6.7,8.0,Yes,Low,0,1859.0,47.3,1.5,4,1,1,0,2
61.0,Other,163.8,63.9,23.8,1-2 times/week,Excellent,7.3,7.0,No,Moderate,0,2898.0,109.4,1.5,4,2,0,0,2
56.0,Male,165.6,115.5,42.1,3-5 times/week,Poor,6.9,4.0,No,Low,0,2917.0,128.2,4.0,1,1,0,0,0
36.0,Male,166.8,114.6,41.2,3-5 times/week,Poor,4.6,7.0,Yes,High,0,3325.0,136.6,4.0,1,3,1,0,0
36.0,Other,169.6,77.7,27.0,3-5 times/week,Poor,8.5,8.0,No,Moderate,0,3093.0,138.7,4.0,1,2,0,0,2
34.0,Female,163.5,95.7,35.8,3-5 times/week,Poor,8.5,8.0,No,Low,1,3202.0,145.5,4.0,1,1,0,1,1
66.0,Other,162.0,82.4,31.4,3-5 times/week,Poor,7.3,4.0,Yes,Low,1,3158.0,130.8,4.0,1,1,1,1,2
61.0,Female,160.6,53.9,20.9,3-5 times/week,Excellent,5.8,2.0,No,Low,1,2114.0,49.9,4.0,4,1,0,1,1
29.0,Female,166.1,71.7,26.0,3-5 times/week,Good,8.0,5.0,No,Moderate,0,1997.0,63.0,4.0,3,2,0,0,1
40.0,Female,158.5,77.4,30.8,Daily,Average,6.3,6.0,No,High,0,2016.0,69.2,7.0,2,3,0,0,1
36.0,Male,171.9,105.2,35.6,3-5 times/week,Poor,9.2,1.0,Yes,High,1,3378.0,152.1,4.0,1,3,1,1,0
68.0,Female,161.2,73.8,28.4,3-5 times/week,Excellent,8.7,9.0,No,Low,0,1241.0,45.5,4.0,4,1,0,0,1
57.0,Female,147.5,55.7,25.6,3-5 times/week,Excellent,7.0,6.0,Yes,Low,0,1859.0,42.6,4.0,4,1,1,0,1
45.0,Female,154.5,75.0,31.4,3-5 times/week,Average,7.3,8.0,No,High,0,2244.0,95.6,4.0,2,3,0,0,1
55.0,Male,174.2,100.4,33.1,Daily,Poor,5.8,1.0,No,Low,1,3442.0,154.7,7.0,1,1,0,1,0
18.0,Female,159.2,68.4,27.0,3-5 times/week,Good,5.4,4.0,Yes,Low,0,2649.0,71.7,4.0,3,1,1,0,1
65.0,Female,151.5,42.7,18.6,Daily,Excellent,5.5,10.0,Yes,None,0,1708.0,41.8,7.0,4,0,1,0,1
59.0,Male,175.2,95.8,31.2,Daily,Excellent,6.3,2.0,Yes,High,0,2782.0,71.0,7.0,4,3,1,0,0
69.0,Other,173.0,88.3,29.5,3-5 times/week,Poor,7.0,2.0,Yes,None,0,2525.0,108.9,4.0,1,0,1,0,2
32.0,Female,160.8,58.4,22.6,1-2 times/week,Average,9.3,7.0,Yes,Low,0,2295.0,87.5,1.5,2,1,1,0,1
47.0,Male,171.5,73.2,24.9,3-5 times/week,Good,7.7,9.0,No,Low,0,2197.0,64.8,4.0,3,1,0,0,0
61.0,Other,165.4,75.8,27.7,3-5 times/week,Average,7.0,1.0,No,Low,0,2635.0,106.3,4.0,2,1,0,0,2
65.0,Other,172.1,106.0,35.8,1-2 times/week,Good,8.0,8.0,No,Low,0,3086.0,115.9,1.5,3,1,0,0,2
50.0,Other,164.0,85.3,31.7,Daily,Average,9.0,6.0,No,High,0,2805.0,97.5,7.0,2,3,0,0,2
52.0,Female,157.4,67.4,27.2,Daily,Poor,6.5,6.0,Yes,High,0,3115.0,133.6,7.0,1,3,1,0,1
42.0,Male,174.1,79.4,26.2,Daily,Excellent,7.6,7.0,No,High,0,3069.0,72.3,7.0,4,3,0,0,0
44.0,Other,168.2,103.3,36.5,1-2 times/week,Poor,4.8,6.0,No,Low,1,2873.0,129.3,1.5,1,1,0,1,2
66.0,Male,167.6,56.7,20.2,Daily,Good,8.2,2.0,No,Low,0,2536.0,76.3,7.0,3,1,0,0,0
41.0,Other,173.6,65.1,21.6,3-5 times/week,Excellent,8.3,6.0,No,Moderate,0,2291.0,57.3,4.0,4,2,0,0,2
66.0,Female,152.3,74.9,32.3,3-5 times/week,Poor,6.2,10.0,No,Low,0,2106.0,89.3,4.0,1,1,0,0,1
67.0,Female,164.5,57.4,10.700000000000003,Daily,Excellent,8.1,2.0,No,Low,0,1738.0,33.7,7.0,4,1,0,0,1
27.0,Female,145.0,73.0,34.7,1-2 times/week,Poor,6.6,1.0,Yes,High,0,2920.0,114.1,1.5,1,3,1,0,1
21.0,Female,160.3,79.7,31.0,1-2 times/week,Poor,8.6,6.0,No,High,0,3101.0,128.7,1.5,1,3,0,0,1
40.0,Other,165.4,56.4,20.6,3-5 times/week,Excellent,5.9,4.0,Yes,Low,0,1698.0,44.2,4.0,4,1,1,0,2
55.0,Female,158.0,91.1,36.5,3-5 times/week,Good,6.2,6.0,Yes,Low,1,2163.0,69.8,4.0,3,1,1,1,1
40.0,Female,167.7,61.3,21.8,Daily,Excellent,6.9,6.0,No,Low,0,2416.0,77.6,7.0,4,1,0,0,1
49.0,Other,167.6,51.1,18.2,1-2 times/week,Average,7.5,7.0,No,High,0,2076.0,77.2,1.5,2,3,0,0,2
50.0,Male,175.1,87.1,28.4,3-5 times/week,Average,7.2,6.0,No,Moderate,0,2736.0,96.5,4.0,2,2,0,0,0
67.0,Female,157.5,47.9,19.3,3-5 times/week,Excellent,7.2,6.0,No,Low,0,1336.0,23.8,4.0,4,1,0,0,1
31.0,Female,172.5,103.6,34.8,3-5 times/week,Average,6.3,2.0,No,Moderate,0,2106.0,79.5,4.0,2,2,0,0,1
61.0,Other,158.5,68.6,27.3,3-5 times/week,Poor,7.0,6.0,No,Low,1,2762.0,117.0,4.0,1,1,0,1,2
69.0,Female,159.6,81.8,32.1,1-2 times/week,Poor,7.4,9.0,No,Moderate,0,2479.0,112.1,1.5,1,2,0,0,1
22.0,Female,163.3,58.4,21.9,3-5 times/week,Average,8.8,9.0,No,High,0,2576.0,82.3,4.0,2,3,0,0,1
18.0,Other,175.5,88.7,28.8,1-2 times/week,Excellent,7.2,2.0,No,Moderate,0,2219.0,56.6,1.5,4,2,0,0,2
54.0,Other,151.8,63.8,27.7,1-2 times/week,Average,9.4,6.0,Yes,Low,0,2243.0,85.8,1.5,2,1,1,0,2
49.0,Male,166.9,66.0,23.7,1-2 times/week,Poor,6.8,10.0,No,High,0,3772.0,165.1,1.5,1,3,0,0,0
51.0,Other,178.6,97.3,30.5,Daily,Poor,7.0,6.0,Yes,Low,0,3083.0,139.9,7.0,1,1,1,0,2
57.0,Female,163.8,69.5,25.9,1-2 times/week,Excellent,7.3,7.0,No,Low,1,1775.0,34.2,1.5,4,1,0,1,1
46.0,Other,163.3,85.1,31.9,3-5 times/week,Average,8.4,7.0,No,High,1,2987.0,104.7,4.0,2,3,0,1,2
50.0,Other,167.5,59.2,21.1,1-2 times/week,Good,7.2,6.0,No,Low,0,1595.0,41.3,1.5,3,1,0,0,2
57.0,Male,164.8,81.2,29.9,3-5 times/week,Average,8.5,5.0,No,High,0,3732.0,142.6,4.0,2,3,0,0,0
26.0,Other,178.0,106.8,33.7,3-5 times/week,Poor,7.8,10.0,No,Low,1,2854.0,109.3,4.0,1,1,0,1,2
37.0,Female,159.1,78.7,31.1,3-5 times/week,Good,7.1,6.0,No,High,1,2389.0,57.2,4.0,3,3,0,1,1
42.0,Female,150.7,56.1,24.7,3-5 times/week,Good,7.3,3.0,Yes,Low,0,1747.0,52.1,4.0,3,1,1,0,1
21.0,Male,180.3,97.8,30.1,3-5 times/week,Average,7.2,2.0,No,Moderate,1,2783.0,88.8,4.0,2,2,0,1,0
28.0,Male,175.0,81.2,26.5,3-5 times/week,Good,5.4,1.0,No,Low,0,2142.0,54.7,4.0,3,1,0,0,0
40.0,Male,161.0,80.1,30.9,1-2 times/week,Excellent,6.6,3.0,No,High,0,2513.0,55.6,1.5,4,3,0,0,0
64.0,Other,174.5,83.7,27.5,3-5 times/week,Poor,6.3,10.0,No,Low,0,2957.0,126.3,4.0,1,1,0,0,2
35.0,Female,159.7,89.3,35.0,1-2 times/week,Average,7.0,4.0,No,Low,0,2490.0,91.7,1.5,2,1,0,0,1
68.0,Other,165.6,72.9,26.6,3-5 times/week,Good,5.4,6.0,No,Moderate,0,2221.0,66.4,4.0,3,2,0,0,2
61.0,Other,178.8,90.8,28.4,3-5 times/week,Excellent,8.1,7.0,No,Low,0,2019.0,51.5,4.0,4,1,0,0,2
39.0,Female,163.6,47.9,17.9,3-5 times/week,Good,5.4,1.0,No,Low,1,1507.0,35.6,4.0,3,1,0,1,1
46.0,Male,159.5,74.5,29.3,3-5 times/week,Poor,7.8,8.0,No,Low,0,3845.0,169.6,4.0,1,1,0,0,0
51.0,Female,163.2,71.6,26.9,3-5 times/week,Poor,7.0,4.0,No,Low,0,1749.0,67.1,4.0,1,1,0,0,1
57.0,Male,171.5,97.6,33.2,3-5 times/week,Poor,10.0,3.0,No,High,1,2836.0,118.4,4.0,1,3,0,1,0
33.0,Male,163.7,63.5,23.7,1-2 times/week,Poor,5.1,2.0,Yes,Low,0,3129.0,123.0,1.5,1,1,1,0,0
62.0,Other,167.5,85.0,30.3,3-5 times/week,Good,6.9,1.0,No,High,0,3156.0,129.4,4.0,3,3,0,0,2
27.0,Female,172.1,80.0,27.0,Daily,Average,6.4,8.0,No,Low,0,2718.0,104.9,7.0,2,1,0,0,1
24.0,Other,160.0,80.4,31.4,3-5 times/week,Good,7.0,2.0,No,Low,0,1966.0,69.7,4.0,3,1,0,0,2
